name,task,channel,avg,slope,variance,skewness,kurtosis,max,min,sum
name_5,A,15,0.002939476,-3.14E-06,1.26E-06,0.074764212,3.521460739,0.00536432,-0.000543838,1.493253756
name_5,B,1,-0.000592009,-6.66E-07,2.03E-07,-0.00057107,2.01619834,0.000300981,-0.001345375,-0.300740453
name_5,B,2,-0.001834677,-3.49E-06,7.31E-07,0.967798151,3.682462395,0.000521214,-0.003150253,-0.932015794
name_5,B,3,-0.000368715,2.07E-06,3.58E-07,0.100561619,2.553161047,0.000837879,-0.001617841,-0.187307139
name_5,B,4,-0.001364441,-2.00E-06,4.38E-07,1.155839975,4.24332082,0.000555065,-0.002349039,-0.69313595
name_5,B,5,-0.000522938,9.39E-07,2.54E-07,-0.403708884,2.917304567,0.000402886,-0.001742257,-0.265652586
name_5,B,6,0.000608801,4.97E-06,7.47E-07,0.39021993,2.105296937,0.002299512,-0.000751063,0.309271159
name_5,B,7,-0.000395678,4.40E-07,1.99E-07,-0.175702059,2.114889738,0.000371519,-0.001315666,-0.201004457
name_5,B,8,0.001234338,5.59E-06,8.04E-07,-0.235332985,1.575350093,0.002558013,-0.000191512,0.627043578
name_5,B,9,0.000448801,3.17E-06,4.47E-07,0.261895171,2.358737188,0.001822594,-0.00082158,0.227990762
name_5,B,10,0.000602142,2.76E-06,3.56E-07,-0.300738111,1.86792851,0.001556365,-0.000485086,0.305888243
name_5,B,11,0.001044657,4.08E-06,5.79E-07,-0.111210527,2.063460282,0.00244025,-0.000288481,0.530685893
name_5,B,12,0.000132186,1.60E-06,1.86E-07,0.304431388,2.422653592,0.001060683,-0.00067595,0.067150591
name_5,B,13,-0.001453377,-2.11E-06,6.80E-07,0.685790359,2.975076,0.00069391,-0.002721117,-0.738315636
name_5,B,14,-0.000453205,-6.50E-07,1.90E-07,0.23335975,2.077429829,0.000429322,-0.001206641,-0.230228207
name_5,B,15,-0.000833934,-9.73E-07,4.65E-07,0.665097885,2.792994223,0.000919208,-0.001816947,-0.423638607
name_6,C,1,0.000425519,5.80E-07,3.47E-08,-0.740203529,2.735105695,0.000669002,-7.89E-06,0.216163892
